# Performance Monitoring Events for Intel(R) Xeon(R) processor E5 v3 family based on the Haswell-E microarchitecture - V14
# 8/3/2015 11:49:53 AM
# Copyright (c) 2007 - 2014 Intel Corporation. All rights reserved.
EventCode	UMask	EventName	BriefDescription	Counter	CounterHTOff	SampleAfterValue	MSRIndex	MSRValue	TakenAlone	CounterMask	Invert	AnyThread	EdgeDetect	PEBS	Data_LA	L1_Hit_Indication	Errata	ELLC
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_RFO.LLC_MISS.ANY_RESPONSE	Counts all demand & prefetch RFOs that miss in the L3	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3fffc00122	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_RFO.LLC_MISS.LOCAL_DRAM	Counts all demand & prefetch RFOs that miss the L3 and the data is returned from local dram	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x0600400122	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_CODE_RD.LLC_HIT.HIT_OTHER_CORE_NO_FWD	Counts all demand & prefetch code reads that hit in the L3 and the snoops to sibling cores hit in either E/S state and the line is not forwarded	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x04003c0244	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_CODE_RD.LLC_MISS.ANY_RESPONSE	Counts all demand & prefetch code reads that miss in the L3	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3fffc00244	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_CODE_RD.LLC_MISS.LOCAL_DRAM	Counts all demand & prefetch code reads that miss the L3 and the data is returned from local dram	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x0600400244	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_READS.LLC_HIT.HIT_OTHER_CORE_NO_FWD	Counts all data/code/rfo reads (demand & prefetch) that hit in the L3 and the snoops to sibling cores hit in either E/S state and the line is not forwarded	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x04003c07f7	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_READS.LLC_HIT.HITM_OTHER_CORE	Counts all data/code/rfo reads (demand & prefetch) that hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x10003c07f7	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_READS.LLC_MISS.ANY_RESPONSE	Counts all data/code/rfo reads (demand & prefetch) that miss in the L3	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3fffc007f7	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_READS.LLC_MISS.LOCAL_DRAM	Counts all data/code/rfo reads (demand & prefetch) that miss the L3 and the data is returned from local dram	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x06004007f7	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_READS.LLC_MISS.REMOTE_DRAM	Counts all data/code/rfo reads (demand & prefetch) that miss the L3 and the data is returned from remote dram	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x067f8007f7	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_READS.LLC_MISS.REMOTE_HITM	Counts all data/code/rfo reads (demand & prefetch) that miss the L3 and the modified data is transferred from remote cache	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x107fc007f7	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_READS.LLC_MISS.REMOTE_HIT_FORWARD	Counts all data/code/rfo reads (demand & prefetch) that miss the L3 and clean or shared data is transferred from remote cache	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x087fc007f7	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_REQUESTS.LLC_HIT.ANY_RESPONSE	Counts all requests that hit in the L3	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3f803c8fff	0	0	0	0	0	0	0	0	null	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.ALL_REQUESTS.LLC_MISS.ANY_RESPONSE	Counts all requests that miss in the L3	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3fffc08fff	0	0	0	0	0	0	0	0	null	0
