# Performance Monitoring Events for Intel Core i7 and i5 Processors Based on the Nehalem-EP Microarchitecture - V2
# 8/16/2016 3:12:15 PM
# Copyright (c) 2007 - 2016 Intel Corporation. All rights reserved.
EventCode	UMask	EventName	BriefDescription	Counter	SampleAfterValue	MSRIndex	MSRValue	CounterMask	Invert	AnyThread	EdgeDetect	PEBS
0x89	0x4	BR_MISP_EXEC.INDIRECT_NON_CALL	Mispredicted indirect non call branches executed	0,1,2,3	2000	0	0	0	0	0	0	0
0x89	0x30	BR_MISP_EXEC.NEAR_CALLS	Mispredicted call branches executed	0,1,2,3	2000	0	0	0	0	0	0	0
0x89	0x7	BR_MISP_EXEC.NON_CALLS	Mispredicted non call branches executed	0,1,2,3	20000	0	0	0	0	0	0	0
0x89	0x8	BR_MISP_EXEC.RETURN_NEAR	Mispredicted return branches executed	0,1,2,3	2000	0	0	0	0	0	0	0
0x89	0x40	BR_MISP_EXEC.TAKEN	Mispredicted taken branches executed	0,1,2,3	20000	0	0	0	0	0	0	0
0xC5	0x2	BR_MISP_RETIRED.NEAR_CALL	Mispredicted near retired calls (Precise Event)	0,1,2,3	2000	0	0	0	0	0	0	1
0x63	0x2	CACHE_LOCK_CYCLES.L1D	Cycles L1D locked	0,1	2000000	0	0	0	0	0	0	0
0x63	0x1	CACHE_LOCK_CYCLES.L1D_L2	Cycles L1D and L2 locked	0,1	2000000	0	0	0	0	0	0	0
0x0	0x0	CPU_CLK_UNHALTED.REF	Reference cycles when thread is not halted (fixed counter)	Fixed counter 3	2000000	0	0	0	0	0	0	0
0x3C	0x1	CPU_CLK_UNHALTED.REF_P	Reference base clock (133 Mhz) cycles when thread is not halted (programmable counter)	0,1,2,3	100000	0	0	0	0	0	0	0
0x0	0x0	CPU_CLK_UNHALTED.THREAD	Cycles when thread is not halted (fixed counter)	Fixed counter 2	2000000	0	0	0	0	0	0	0
0x3C	0x0	CPU_CLK_UNHALTED.THREAD_P	Cycles when thread is not halted (programmable counter)	0,1,2,3	2000000	0	0	0	0	0	0	0
0x3C	0x0	CPU_CLK_UNHALTED.TOTAL_CYCLES	Total CPU cycles	0,1,2,3	2000000	0	0	2	1	0	0	0
0x8	0x1	DTLB_LOAD_MISSES.ANY	DTLB load misses	0,1,2,3	200000	0	0	0	0	0	0	0
0x8	0x20	DTLB_LOAD_MISSES.PDE_MISS	DTLB load miss caused by low part of address	0,1,2,3	200000	0	0	0	0	0	0	0
0x8	0x10	DTLB_LOAD_MISSES.STLB_HIT	DTLB second level hit	0,1,2,3	2000000	0	0	0	0	0	0	0
0x8	0x2	DTLB_LOAD_MISSES.WALK_COMPLETED	DTLB load miss page walks complete	0,1,2,3	200000	0	0	0	0	0	0	0
0x49	0x1	DTLB_MISSES.ANY	DTLB misses	0,1,2,3	200000	0	0	0	0	0	0	0
0x49	0x10	DTLB_MISSES.STLB_HIT	DTLB first level misses but second level hit	0,1,2,3	200000	0	0	0	0	0	0	0
0x49	0x2	DTLB_MISSES.WALK_COMPLETED	DTLB miss page walks	0,1,2,3	200000	0	0	0	0	0	0	0
0xD5	0x1	ES_REG_RENAMES	ES segment renames	0,1,2,3	2000000	0	0	0	0	0	0	0
0xF7	0x1	FP_ASSIST.ALL	X87 Floating point assists (Precise Event)	0,1,2,3	20000	0	0	0	0	0	0	1
0xF7	0x4	FP_ASSIST.INPUT	X87 Floating poiint assists for invalid input value (Precise Event)	0,1,2,3	20000	0	0	0	0	0	0	1
0xF7	0x2	FP_ASSIST.OUTPUT	X87 Floating point assists for invalid output value (Precise Event)	0,1,2,3	20000	0	0	0	0	0	0	1
0x10	0x2	FP_COMP_OPS_EXE.MMX	MMX Uops	0,1,2,3	2000000	0	0	0	0	0	0	0
0x10	0x80	FP_COMP_OPS_EXE.SSE_DOUBLE_PRECISION	SSE* FP double precision Uops	0,1,2,3	2000000	0	0	0	0	0	0	0
0x10	0x4	FP_COMP_OPS_EXE.SSE_FP	SSE and SSE2 FP Uops	0,1,2,3	2000000	0	0	0	0	0	0	0
0x10	0x10	FP_COMP_OPS_EXE.SSE_FP_PACKED	SSE FP packed Uops	0,1,2,3	2000000	0	0	0	0	0	0	0
0x10	0x20	FP_COMP_OPS_EXE.SSE_FP_SCALAR	SSE FP scalar Uops	0,1,2,3	2000000	0	0	0	0	0	0	0
0x10	0x40	FP_COMP_OPS_EXE.SSE_SINGLE_PRECISION	SSE* FP single precision Uops	0,1,2,3	2000000	0	0	0	0	0	0	0
0x10	0x8	FP_COMP_OPS_EXE.SSE2_INTEGER	SSE2 integer Uops	0,1,2,3	2000000	0	0	0	0	0	0	0
0x10	0x1	FP_COMP_OPS_EXE.X87	Computational floating-point operations executed	0,1,2,3	2000000	0	0	0	0	0	0	0
0xCC	0x3	FP_MMX_TRANS.ANY	All Floating Point to and from MMX transitions	0,1,2,3	2000000	0	0	0	0	0	0	0
0xCC	0x1	FP_MMX_TRANS.TO_FP	Transitions from MMX to Floating Point instructions	0,1,2,3	2000000	0	0	0	0	0	0	0
0xCC	0x2	FP_MMX_TRANS.TO_MMX	Transitions from Floating Point to MMX instructions	0,1,2,3	2000000	0	0	0	0	0	0	0
0x87	0xF	ILD_STALL.ANY	Any Instruction Length Decoder stall cycles	0,1,2,3	2000000	0	0	0	0	0	0	0
0x87	0x4	ILD_STALL.IQ_FULL	Instruction Queue full stall cycles	0,1,2,3	2000000	0	0	0	0	0	0	0
0x87	0x1	ILD_STALL.LCP	Length Change Prefix stall cycles	0,1,2,3	2000000	0	0	0	0	0	0	0
0x87	0x2	ILD_STALL.MRU	Stall cycles due to BPU MRU bypass	0,1,2,3	2000000	0	0	0	0	0	0	0
0x87	0x8	ILD_STALL.REGEN	Regen stall cycles	0,1,2,3	2000000	0	0	0	0	0	0	0
0x18	0x1	INST_DECODED.DEC0	Instructions that must be decoded by decoder 0	0,1,2,3	2000000	0	0	0	0	0	0	0
0x1E	0x1	INST_QUEUE_WRITE_CYCLES	Cycles instructions are written to the instruction queue	0,1,2,3	2000000	0	0	0	0	0	0	0
0x17	0x1	INST_QUEUE_WRITES	Instructions written to instruction queue.	0,1,2,3	2000000	0	0	0	0	0	0	0
0x0	0x0	INST_RETIRED.ANY	Instructions retired (fixed counter)	Fixed counter 1	2000000	0	0	0	0	0	0	0
0xC0	0x1	INST_RETIRED.ANY_P	Instructions retired (Programmable counter and Precise Event)	0,1,2,3	2000000	0	0	0	0	0	0	1
0xC0	0x4	INST_RETIRED.MMX	Retired MMX instructions (Precise Event)	0,1,2,3	2000000	0	0	0	0	0	0	1
0xC0	0x1	INST_RETIRED.TOTAL_CYCLES	Total cycles (Precise Event)	0,1,2,3	2000000	0	0	16	1	0	0	1
0xC0	0x2	INST_RETIRED.X87	Retired floating-point operations (Precise Event)	0,1,2,3	2000000	0	0	0	0	0	0	1
0x6C	0x1	IO_TRANSACTIONS	I/O transactions	0,1,2,3	2000000	0	0	0	0	0	0	0
0xAE	0x1	ITLB_FLUSH	ITLB flushes	0,1,2,3	2000000	0	0	0	0	0	0	0
0xC8	0x20	ITLB_MISS_RETIRED	Retired instructions that missed the ITLB (Precise Event)	0,1,2,3	200000	0	0	0	0	0	0	1
0x85	0x1	ITLB_MISSES.ANY	ITLB miss	0,1,2,3	200000	0	0	0	0	0	0	0
0x85	0x2	ITLB_MISSES.WALK_COMPLETED	ITLB miss page walks	0,1,2,3	200000	0	0	0	0	0	0	0
0x51	0x4	L1D.M_EVICT	L1D cache lines replaced in M state	0,1	2000000	0	0	0	0	0	0	0
0x51	0x2	L1D.M_REPL	L1D cache lines allocated in the M state	0,1	2000000	0	0	0	0	0	0	0
0x51	0x8	L1D.M_SNOOP_EVICT	L1D snoop eviction of cache lines in M state	0,1	2000000	0	0	0	0	0	0	0
0x51	0x1	L1D.REPL	L1 data cache lines allocated	0,1	2000000	0	0	0	0	0	0	0
0x43	0x1	L1D_ALL_REF.ANY	All references to the L1 data cache	0,1	2000000	0	0	0	0	0	0	0
0x43	0x2	L1D_ALL_REF.CACHEABLE	L1 data cacheable reads and writes	0,1	2000000	0	0	0	0	0	0	0
0x40	0x4	L1D_CACHE_LD.E_STATE	L1 data cache read in E state	0,1	2000000	0	0	0	0	0	0	0
0x40	0x1	L1D_CACHE_LD.I_STATE	L1 data cache read in I state (misses)	0,1	2000000	0	0	0	0	0	0	0
0x40	0x8	L1D_CACHE_LD.M_STATE	L1 data cache read in M state	0,1	2000000	0	0	0	0	0	0	0
0x40	0xF	L1D_CACHE_LD.MESI	L1 data cache reads	0,1	2000000	0	0	0	0	0	0	0
0x40	0x2	L1D_CACHE_LD.S_STATE	L1 data cache read in S state	0,1	2000000	0	0	0	0	0	0	0
0x42	0x4	L1D_CACHE_LOCK.E_STATE	L1 data cache load locks in E state	0,1	2000000	0	0	0	0	0	0	0
0x42	0x1	L1D_CACHE_LOCK.HIT	L1 data cache load lock hits	0,1	2000000	0	0	0	0	0	0	0
0x42	0x8	L1D_CACHE_LOCK.M_STATE	L1 data cache load locks in M state	0,1	2000000	0	0	0	0	0	0	0
0x42	0x2	L1D_CACHE_LOCK.S_STATE	L1 data cache load locks in S state	0,1	2000000	0	0	0	0	0	0	0
0x53	0x1	L1D_CACHE_LOCK_FB_HIT	L1D load lock accepted in fill buffer	0,1	2000000	0	0	0	0	0	0	0
0x52	0x1	L1D_CACHE_PREFETCH_LOCK_FB_HIT	L1D prefetch load lock accepted in fill buffer	0,1	2000000	0	0	0	0	0	0	0
0x41	0x4	L1D_CACHE_ST.E_STATE	L1 data cache stores in E state	0,1	2000000	0	0	0	0	0	0	0
0x41	0x8	L1D_CACHE_ST.M_STATE	L1 data cache stores in M state	0,1	2000000	0	0	0	0	0	0	0
0x41	0x2	L1D_CACHE_ST.S_STATE	L1 data cache stores in S state	0,1	2000000	0	0	0	0	0	0	0
0x4E	0x2	L1D_PREFETCH.MISS	L1D hardware prefetch misses	0,1	200000	0	0	0	0	0	0	0
0x4E	0x1	L1D_PREFETCH.REQUESTS	L1D hardware prefetch requests	0,1	200000	0	0	0	0	0	0	0
0x4E	0x4	L1D_PREFETCH.TRIGGERS	L1D hardware prefetch requests triggered	0,1	200000	0	0	0	0	0	0	0
0x28	0x4	L1D_WB_L2.E_STATE	L1 writebacks to L2 in E state	0,1,2,3	100000	0	0	0	0	0	0	0
0x28	0x1	L1D_WB_L2.I_STATE	L1 writebacks to L2 in I state (misses)	0,1,2,3	100000	0	0	0	0	0	0	0
0x28	0x8	L1D_WB_L2.M_STATE	L1 writebacks to L2 in M state	0,1,2,3	100000	0	0	0	0	0	0	0
0x28	0xF	L1D_WB_L2.MESI	All L1 writebacks to L2	0,1,2,3	100000	0	0	0	0	0	0	0
0x28	0x2	L1D_WB_L2.S_STATE	L1 writebacks to L2 in S state	0,1,2,3	100000	0	0	0	0	0	0	0
0x80	0x4	L1I.CYCLES_STALLED	L1I instruction fetch stall cycles	0,1,2,3	2000000	0	0	0	0	0	0	0
0x80	0x1	L1I.HITS	L1I instruction fetch hits	0,1,2,3	2000000	0	0	0	0	0	0	0
0x80	0x2	L1I.MISSES	L1I instruction fetch misses	0,1,2,3	2000000	0	0	0	0	0	0	0
0x80	0x3	L1I.READS	L1I Instruction fetches	0,1,2,3	2000000	0	0	0	0	0	0	0
0x26	0xFF	L2_DATA_RQSTS.ANY	All L2 data requests	0,1,2,3	200000	0	0	0	0	0	0	0
0x26	0x4	L2_DATA_RQSTS.DEMAND.E_STATE	L2 data demand loads in E state	0,1,2,3	200000	0	0	0	0	0	0	0
0x26	0x1	L2_DATA_RQSTS.DEMAND.I_STATE	L2 data demand loads in I state (misses)	0,1,2,3	200000	0	0	0	0	0	0	0
0x26	0x8	L2_DATA_RQSTS.DEMAND.M_STATE	L2 data demand loads in M state	0,1,2,3	200000	0	0	0	0	0	0	0
0x26	0xF	L2_DATA_RQSTS.DEMAND.MESI	L2 data demand requests	0,1,2,3	200000	0	0	0	0	0	0	0
0x26	0x2	L2_DATA_RQSTS.DEMAND.S_STATE	L2 data demand loads in S state	0,1,2,3	200000	0	0	0	0	0	0	0
0x26	0x40	L2_DATA_RQSTS.PREFETCH.E_STATE	L2 data prefetches in E state	0,1,2,3	200000	0	0	0	0	0	0	0
0x26	0x10	L2_DATA_RQSTS.PREFETCH.I_STATE	L2 data prefetches in the I state (misses)	0,1,2,3	200000	0	0	0	0	0	0	0
0x26	0x80	L2_DATA_RQSTS.PREFETCH.M_STATE	L2 data prefetches in M state	0,1,2,3	200000	0	0	0	0	0	0	0
0x26	0xF0	L2_DATA_RQSTS.PREFETCH.MESI	All L2 data prefetches	0,1,2,3	200000	0	0	0	0	0	0	0
0x26	0x20	L2_DATA_RQSTS.PREFETCH.S_STATE	L2 data prefetches in the S state	0,1,2,3	200000	0	0	0	0	0	0	0
0xF1	0x7	L2_LINES_IN.ANY	L2 lines alloacated	0,1,2,3	100000	0	0	0	0	0	0	0
0xF1	0x4	L2_LINES_IN.E_STATE	L2 lines allocated in the E state	0,1,2,3	100000	0	0	0	0	0	0	0
0xF1	0x2	L2_LINES_IN.S_STATE	L2 lines allocated in the S state	0,1,2,3	100000	0	0	0	0	0	0	0
0xF2	0xF	L2_LINES_OUT.ANY	L2 lines evicted	0,1,2,3	100000	0	0	0	0	0	0	0
0xF2	0x1	L2_LINES_OUT.DEMAND_CLEAN	L2 lines evicted by a demand request	0,1,2,3	100000	0	0	0	0	0	0	0
0xF2	0x2	L2_LINES_OUT.DEMAND_DIRTY	L2 modified lines evicted by a demand request	0,1,2,3	100000	0	0	0	0	0	0	0
0xF2	0x4	L2_LINES_OUT.PREFETCH_CLEAN	L2 lines evicted by a prefetch request	0,1,2,3	100000	0	0	0	0	0	0	0
0xF2	0x8	L2_LINES_OUT.PREFETCH_DIRTY	L2 modified lines evicted by a prefetch request	0,1,2,3	100000	0	0	0	0	0	0	0
0x24	0x10	L2_RQSTS.IFETCH_HIT	L2 instruction fetch hits	0,1,2,3	200000	0	0	0	0	0	0	0
0x24	0x20	L2_RQSTS.IFETCH_MISS	L2 instruction fetch misses	0,1,2,3	200000	0	0	0	0	0	0	0
0x24	0x30	L2_RQSTS.IFETCHES	L2 instruction fetches	0,1,2,3	200000	0	0	0	0	0	0	0
0x24	0x1	L2_RQSTS.LD_HIT	L2 load hits	0,1,2,3	200000	0	0	0	0	0	0	0
0x24	0x2	L2_RQSTS.LD_MISS	L2 load misses	0,1,2,3	200000	0	0	0	0	0	0	0
0x24	0x3	L2_RQSTS.LOADS	L2 requests	0,1,2,3	200000	0	0	0	0	0	0	0
0x24	0xAA	L2_RQSTS.MISS	All L2 misses	0,1,2,3	200000	0	0	0	0	0	0	0
0x24	0x40	L2_RQSTS.PREFETCH_HIT	L2 prefetch hits	0,1,2,3	200000	0	0	0	0	0	0	0
0x24	0x80	L2_RQSTS.PREFETCH_MISS	L2 prefetch misses	0,1,2,3	200000	0	0	0	0	0	0	0
0x24	0xC0	L2_RQSTS.PREFETCHES	All L2 prefetches	0,1,2,3	200000	0	0	0	0	0	0	0
0x24	0xFF	L2_RQSTS.REFERENCES	All L2 requests	0,1,2,3	200000	0	0	0	0	0	0	0
0x24	0x4	L2_RQSTS.RFO_HIT	L2 RFO hits	0,1,2,3	200000	0	0	0	0	0	0	0
0x24	0x8	L2_RQSTS.RFO_MISS	L2 RFO misses	0,1,2,3	200000	0	0	0	0	0	0	0
0x24	0xC	L2_RQSTS.RFOS	L2 RFO requests	0,1,2,3	200000	0	0	0	0	0	0	0
0xF0	0x80	L2_TRANSACTIONS.ANY	All L2 transactions	0,1,2,3	200000	0	0	0	0	0	0	0
0xF0	0x20	L2_TRANSACTIONS.FILL	L2 fill transactions	0,1,2,3	200000	0	0	0	0	0	0	0
0xF0	0x4	L2_TRANSACTIONS.IFETCH	L2 instruction fetch transactions	0,1,2,3	200000	0	0	0	0	0	0	0
0xF0	0x10	L2_TRANSACTIONS.L1D_WB	L1D writeback to L2 transactions	0,1,2,3	200000	0	0	0	0	0	0	0
0xF0	0x1	L2_TRANSACTIONS.LOAD	L2 Load transactions	0,1,2,3	200000	0	0	0	0	0	0	0
0xF0	0x8	L2_TRANSACTIONS.PREFETCH	L2 prefetch transactions	0,1,2,3	200000	0	0	0	0	0	0	0
0xF0	0x2	L2_TRANSACTIONS.RFO	L2 RFO transactions	0,1,2,3	200000	0	0	0	0	0	0	0
0xF0	0x40	L2_TRANSACTIONS.WB	L2 writeback to LLC transactions	0,1,2,3	200000	0	0	0	0	0	0	0
0x27	0x40	L2_WRITE.LOCK.E_STATE	L2 demand lock RFOs in E state	0,1,2,3	100000	0	0	0	0	0	0	0
0x27	0xE0	L2_WRITE.LOCK.HIT	All demand L2 lock RFOs that hit the cache	0,1,2,3	100000	0	0	0	0	0	0	0
0x27	0x10	L2_WRITE.LOCK.I_STATE	L2 demand lock RFOs in I state (misses)	0,1,2,3	100000	0	0	0	0	0	0	0
0x27	0x80	L2_WRITE.LOCK.M_STATE	L2 demand lock RFOs in M state	0,1,2,3	100000	0	0	0	0	0	0	0
0x27	0xF0	L2_WRITE.LOCK.MESI	All demand L2 lock RFOs	0,1,2,3	100000	0	0	0	0	0	0	0
0x27	0x20	L2_WRITE.LOCK.S_STATE	L2 demand lock RFOs in S state	0,1,2,3	100000	0	0	0	0	0	0	0
0x27	0xE	L2_WRITE.RFO.HIT	All L2 demand store RFOs that hit the cache	0,1,2,3	100000	0	0	0	0	0	0	0
0x27	0x1	L2_WRITE.RFO.I_STATE	L2 demand store RFOs in I state (misses)	0,1,2,3	100000	0	0	0	0	0	0	0
0x27	0x8	L2_WRITE.RFO.M_STATE	L2 demand store RFOs in M state	0,1,2,3	100000	0	0	0	0	0	0	0
0x27	0xF	L2_WRITE.RFO.MESI	All L2 demand store RFOs	0,1,2,3	100000	0	0	0	0	0	0	0
0x27	0x2	L2_WRITE.RFO.S_STATE	L2 demand store RFOs in S state	0,1,2,3	100000	0	0	0	0	0	0	0
0x82	0x1	LARGE_ITLB.HIT	Large ITLB hit	0,1,2,3	200000	0	0	0	0	0	0	0
0x13	0x7	LOAD_DISPATCH.ANY	All loads dispatched	0,1,2,3	2000000	0	0	0	0	0	0	0
0x13	0x4	LOAD_DISPATCH.MOB	Loads dispatched from the MOB	0,1,2,3	2000000	0	0	0	0	0	0	0
0x13	0x1	LOAD_DISPATCH.RS	Loads dispatched that bypass the MOB	0,1,2,3	2000000	0	0	0	0	0	0	0
0x13	0x2	LOAD_DISPATCH.RS_DELAYED	Loads dispatched from stage 305	0,1,2,3	2000000	0	0	0	0	0	0	0
0x4C	0x1	LOAD_HIT_PRE	Load operations conflicting with software prefetches	0,1	200000	0	0	0	0	0	0	0
0x2E	0x41	LONGEST_LAT_CACHE.MISS	Longest latency cache miss	0,1,2,3	100000	0	0	0	0	0	0	0
0x2E	0x4F	LONGEST_LAT_CACHE.REFERENCE	Longest latency cache reference	0,1,2,3	200000	0	0	0	0	0	0	0
0xA8	0x1	LSD.ACTIVE	Cycles when uops were delivered by the LSD	0,1,2,3	2000000	0	0	1	0	0	0	0
0xA8	0x1	LSD.INACTIVE	Cycles no uops were delivered by the LSD	0,1,2,3	2000000	0	0	1	1	0	0	0
0x20	0x1	LSD_OVERFLOW	Loops that can't stream from the instruction queue	0,1,2,3	2000000	0	0	0	0	0	0	0
0xC3	0x1	MACHINE_CLEARS.CYCLES	Cycles machine clear asserted	0,1,2,3	20000	0	0	0	0	0	0	0
0xC3	0x2	MACHINE_CLEARS.MEM_ORDER	Execution pipeline restart due to Memory ordering conflicts	0,1,2,3	20000	0	0	0	0	0	0	0
0xC3	0x4	MACHINE_CLEARS.SMC	Self-Modifying Code detected	0,1,2,3	20000	0	0	0	0	0	0	0
0xD0	0x1	MACRO_INSTS.DECODED	Instructions decoded	0,1,2,3	2000000	0	0	0	0	0	0	0
0xA6	0x1	MACRO_INSTS.FUSIONS_DECODED	Macro-fused instructions decoded	0,1,2,3	2000000	0	0	0	0	0	0	0
0xB	0x1	MEM_INST_RETIRED.LOADS	Instructions retired which contains a load (Precise Event)	0,1,2,3	2000000	0	0	0	0	0	0	1
0xB	0x2	MEM_INST_RETIRED.STORES	Instructions retired which contains a store (Precise Event)	0,1,2,3	2000000	0	0	0	0	0	0	1
0xCB	0x80	MEM_LOAD_RETIRED.DTLB_MISS	Retired loads that miss the DTLB (Precise Event)	0,1,2,3	200000	0	0	0	0	0	0	1
0xCB	0x40	MEM_LOAD_RETIRED.HIT_LFB	Retired loads that miss L1D and hit an previously allocated LFB (Precise Event)	0,1,2,3	200000	0	0	0	0	0	0	1
0xCB	0x1	MEM_LOAD_RETIRED.L1D_HIT	Retired loads that hit the L1 data cache (Precise Event)	0,1,2,3	2000000	0	0	0	0	0	0	1
0xCB	0x2	MEM_LOAD_RETIRED.L2_HIT	Retired loads that hit the L2 cache (Precise Event)	0,1,2,3	200000	0	0	0	0	0	0	1
0xCB	0x10	MEM_LOAD_RETIRED.LLC_MISS	Retired loads that miss the LLC cache (Precise Event)	0,1,2,3	10000	0	0	0	0	0	0	1
0xCB	0x4	MEM_LOAD_RETIRED.LLC_UNSHARED_HIT	Retired loads that hit valid versions in the LLC cache (Precise Event)	0,1,2,3	40000	0	0	0	0	0	0	1
0xCB	0x8	MEM_LOAD_RETIRED.OTHER_CORE_L2_HIT_HITM	Retired loads that hit sibling core's L2 in modified or unmodified states (Precise Event)	0,1,2,3	40000	0	0	0	0	0	0	1
0xC	0x1	MEM_STORE_RETIRED.DTLB_MISS	Retired stores that miss the DTLB (Precise Event)	0,1,2,3	200000	0	0	0	0	0	0	1
0xF	0x20	MEM_UNCORE_RETIRED.LOCAL_DRAM	Load instructions retired with a data source of local DRAM or locally homed remote hitm (Precise Event)	0,1,2,3	10000	0	0	0	0	0	0	1
0xF	0x2	MEM_UNCORE_RETIRED.OTHER_CORE_L2_HITM	Load instructions retired that HIT modified data in sibling core (Precise Event)	0,1,2,3	40000	0	0	0	0	0	0	1
0xF	0x8	MEM_UNCORE_RETIRED.REMOTE_CACHE_LOCAL_HOME_HIT	Load instructions retired remote cache HIT data source (Precise Event)	0,1,2,3	20000	0	0	0	0	0	0	1
0xF	0x10	MEM_UNCORE_RETIRED.REMOTE_DRAM	Load instructions retired remote DRAM and remote home-remote cache HITM (Precise Event)	0,1,2,3	10000	0	0	0	0	0	0	1
0xF	0x80	MEM_UNCORE_RETIRED.UNCACHEABLE	Load instructions retired IO (Precise Event)	0,1,2,3	4000	0	0	0	0	0	0	1
0xB0	0x40	OFFCORE_REQUESTS.L1D_WRITEBACK	Offcore L1 data cache writebacks	0,1,2,3	100000	0	0	0	0	0	0	0
0xB2	0x1	OFFCORE_REQUESTS_SQ_FULL	Offcore requests blocked due to Super Queue full	0,1,2,3	100000	0	0	0	0	0	0	0
0x7	0x1	PARTIAL_ADDRESS_ALIAS	False dependencies due to partial address aliasing	0,1,2,3	200000	0	0	0	0	0	0	0
0xD2	0xF	RAT_STALLS.ANY	All RAT stall cycles	0,1,2,3	2000000	0	0	0	0	0	0	0
0xD2	0x1	RAT_STALLS.FLAGS	Flag stall cycles	0,1,2,3	2000000	0	0	0	0	0	0	0
0xD2	0x2	RAT_STALLS.REGISTERS	Partial register stall cycles	0,1,2,3	2000000	0	0	0	0	0	0	0
0xD2	0x4	RAT_STALLS.ROB_READ_PORT	ROB read port stalls cycles	0,1,2,3	2000000	0	0	0	0	0	0	0
0xD2	0x8	RAT_STALLS.SCOREBOARD	Scoreboard stall cycles	0,1,2,3	2000000	0	0	0	0	0	0	0
0xA2	0x1	RESOURCE_STALLS.ANY	Resource related stall cycles	0,1,2,3	2000000	0	0	0	0	0	0	0
