# Performance Monitoring Events for Intel Core i7 and i5 Processors Based on the Nehalem-EP Microarchitecture - V2
# 8/16/2016 3:12:15 PM
# Copyright (c) 2007 - 2016 Intel Corporation. All rights reserved.
EventCode	UMask	EventName	BriefDescription	Counter	SampleAfterValue	MSRIndex	MSRValue	CounterMask	Invert	AnyThread	EdgeDetect	PEBS
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_DATA.LOCAL_DRAM	Offcore data reads satisfied by the local DRAM	2	100000	0x1A6	0x4011	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_DATA.REMOTE_CACHE	Offcore data reads satisfied by a remote cache	2	100000	0x1A6	0x1811	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_DATA.REMOTE_CACHE_DRAM	Offcore data reads satisfied by a remote cache or remote DRAM	2	100000	0x1A6	0x3811	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_DATA.REMOTE_CACHE_HIT	Offcore data reads that HIT in a remote cache	2	100000	0x1A6	0x1011	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_DATA.REMOTE_CACHE_HITM	Offcore data reads that HITM in a remote cache	2	100000	0x1A6	0x811	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_DATA.REMOTE_DRAM	Offcore data reads satisfied by a remote DRAM	2	100000	0x1A6	0x2011	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_IFETCH.ANY_CACHE_DRAM	Offcore code reads satisfied by any cache or DRAM	2	100000	0x1A6	0x7F44	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_IFETCH.ANY_DRAM	Offcore code reads satisfied by any DRAM	2	100000	0x1A6	0x6044	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_IFETCH.ANY_LLC_MISS	Offcore code reads that missed the LLC	2	100000	0x1A6	0xF844	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_IFETCH.ANY_LOCATION	All offcore code reads	2	100000	0x1A6	0xFF44	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_IFETCH.IO_CSR_MMIO	Offcore code reads satisfied by the IO, CSR, MMIO unit	2	100000	0x1A6	0x8044	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_IFETCH.LLC_HIT_NO_OTHER_CORE	Offcore code reads satisfied by the LLC and not found in a sibling core	2	100000	0x1A6	0x144	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_IFETCH.LLC_HIT_OTHER_CORE_HIT	Offcore code reads satisfied by the LLC and HIT in a sibling core	2	100000	0x1A6	0x244	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_IFETCH.LLC_HIT_OTHER_CORE_HITM	Offcore code reads satisfied by the LLC  and HITM in a sibling core	2	100000	0x1A6	0x444	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_IFETCH.LOCAL_CACHE	Offcore code reads satisfied by the LLC	2	100000	0x1A6	0x744	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_IFETCH.LOCAL_CACHE_DRAM	Offcore code reads satisfied by the LLC or local DRAM	2	100000	0x1A6	0x4744	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_IFETCH.LOCAL_DRAM	Offcore code reads satisfied by the local DRAM	2	100000	0x1A6	0x4044	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_IFETCH.REMOTE_CACHE	Offcore code reads satisfied by a remote cache	2	100000	0x1A6	0x1844	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_IFETCH.REMOTE_CACHE_DRAM	Offcore code reads satisfied by a remote cache or remote DRAM	2	100000	0x1A6	0x3844	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_IFETCH.REMOTE_CACHE_HIT	Offcore code reads that HIT in a remote cache	2	100000	0x1A6	0x1044	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_IFETCH.REMOTE_CACHE_HITM	Offcore code reads that HITM in a remote cache	2	100000	0x1A6	0x844	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_IFETCH.REMOTE_DRAM	Offcore code reads satisfied by a remote DRAM	2	100000	0x1A6	0x2044	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_REQUEST.ANY_CACHE_DRAM	Offcore requests satisfied by any cache or DRAM	2	100000	0x1A6	0x7FFF	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_REQUEST.ANY_DRAM	Offcore requests satisfied by any DRAM	2	100000	0x1A6	0x60FF	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_REQUEST.ANY_LLC_MISS	Offcore requests that missed the LLC	2	100000	0x1A6	0xF8FF	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_REQUEST.ANY_LOCATION	All offcore requests	2	100000	0x1A6	0xFFFF	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_REQUEST.IO_CSR_MMIO	Offcore requests satisfied by the IO, CSR, MMIO unit	2	100000	0x1A6	0x80FF	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_REQUEST.LLC_HIT_NO_OTHER_CORE	Offcore requests satisfied by the LLC and not found in a sibling core	2	100000	0x1A6	0x1FF	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_REQUEST.LLC_HIT_OTHER_CORE_HIT	Offcore requests satisfied by the LLC and HIT in a sibling core	2	100000	0x1A6	0x2FF	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_REQUEST.LLC_HIT_OTHER_CORE_HITM	Offcore requests satisfied by the LLC  and HITM in a sibling core	2	100000	0x1A6	0x4FF	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_REQUEST.LOCAL_CACHE	Offcore requests satisfied by the LLC	2	100000	0x1A6	0x7FF	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_REQUEST.LOCAL_CACHE_DRAM	Offcore requests satisfied by the LLC or local DRAM	2	100000	0x1A6	0x47FF	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_REQUEST.LOCAL_DRAM	Offcore requests satisfied by the local DRAM	2	100000	0x1A6	0x40FF	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_REQUEST.REMOTE_CACHE	Offcore requests satisfied by a remote cache	2	100000	0x1A6	0x18FF	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_REQUEST.REMOTE_CACHE_DRAM	Offcore requests satisfied by a remote cache or remote DRAM	2	100000	0x1A6	0x38FF	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_REQUEST.REMOTE_CACHE_HIT	Offcore requests that HIT in a remote cache	2	100000	0x1A6	0x10FF	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_REQUEST.REMOTE_CACHE_HITM	Offcore requests that HITM in a remote cache	2	100000	0x1A6	0x8FF	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_REQUEST.REMOTE_DRAM	Offcore requests satisfied by a remote DRAM	2	100000	0x1A6	0x20FF	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_RFO.ANY_CACHE_DRAM	Offcore RFO requests satisfied by any cache or DRAM	2	100000	0x1A6	0x7F22	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_RFO.ANY_DRAM	Offcore RFO requests satisfied by any DRAM	2	100000	0x1A6	0x6022	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_RFO.ANY_LLC_MISS	Offcore RFO requests that missed the LLC	2	100000	0x1A6	0xF822	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_RFO.ANY_LOCATION	All offcore RFO requests	2	100000	0x1A6	0xFF22	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_RFO.IO_CSR_MMIO	Offcore RFO requests satisfied by the IO, CSR, MMIO unit	2	100000	0x1A6	0x8022	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_RFO.LLC_HIT_NO_OTHER_CORE	Offcore RFO requests satisfied by the LLC and not found in a sibling core	2	100000	0x1A6	0x122	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_RFO.LLC_HIT_OTHER_CORE_HIT	Offcore RFO requests satisfied by the LLC and HIT in a sibling core	2	100000	0x1A6	0x222	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_RFO.LLC_HIT_OTHER_CORE_HITM	Offcore RFO requests satisfied by the LLC  and HITM in a sibling core	2	100000	0x1A6	0x422	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_RFO.LOCAL_CACHE	Offcore RFO requests satisfied by the LLC	2	100000	0x1A6	0x722	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_RFO.LOCAL_CACHE_DRAM	Offcore RFO requests satisfied by the LLC or local DRAM	2	100000	0x1A6	0x4722	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_RFO.LOCAL_DRAM	Offcore RFO requests satisfied by the local DRAM	2	100000	0x1A6	0x4022	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_RFO.REMOTE_CACHE	Offcore RFO requests satisfied by a remote cache	2	100000	0x1A6	0x1822	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_RFO.REMOTE_CACHE_DRAM	Offcore RFO requests satisfied by a remote cache or remote DRAM	2	100000	0x1A6	0x3822	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_RFO.REMOTE_CACHE_HIT	Offcore RFO requests that HIT in a remote cache	2	100000	0x1A6	0x1022	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_RFO.REMOTE_CACHE_HITM	Offcore RFO requests that HITM in a remote cache	2	100000	0x1A6	0x822	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.ANY_RFO.REMOTE_DRAM	Offcore RFO requests satisfied by a remote DRAM	2	100000	0x1A6	0x2022	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.COREWB.ANY_CACHE_DRAM	Offcore writebacks to any cache or DRAM.	2	100000	0x1A6	0x7F08	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.COREWB.ANY_DRAM	Offcore writebacks to any DRAM	2	100000	0x1A6	0x6008	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.COREWB.ANY_LLC_MISS	Offcore writebacks that missed the LLC	2	100000	0x1A6	0xF808	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.COREWB.ANY_LOCATION	All offcore writebacks	2	100000	0x1A6	0xFF08	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.COREWB.IO_CSR_MMIO	Offcore writebacks to the IO, CSR, MMIO unit.	2	100000	0x1A6	0x8008	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.COREWB.LLC_HIT_NO_OTHER_CORE	Offcore writebacks to the LLC and not found in a sibling core	2	100000	0x1A6	0x108	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.COREWB.LLC_HIT_OTHER_CORE_HITM	Offcore writebacks to the LLC  and HITM in a sibling core	2	100000	0x1A6	0x408	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.COREWB.LOCAL_CACHE	Offcore writebacks to the LLC	2	100000	0x1A6	0x708	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.COREWB.LOCAL_CACHE_DRAM	Offcore writebacks to the LLC or local DRAM	2	100000	0x1A6	0x4708	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.COREWB.LOCAL_DRAM	Offcore writebacks to the local DRAM	2	100000	0x1A6	0x4008	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.COREWB.REMOTE_CACHE	Offcore writebacks to a remote cache	2	100000	0x1A6	0x1808	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.COREWB.REMOTE_CACHE_DRAM	Offcore writebacks to a remote cache or remote DRAM	2	100000	0x1A6	0x3808	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.COREWB.REMOTE_CACHE_HIT	Offcore writebacks that HIT in a remote cache	2	100000	0x1A6	0x1008	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.COREWB.REMOTE_CACHE_HITM	Offcore writebacks that HITM in a remote cache	2	100000	0x1A6	0x808	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.COREWB.REMOTE_DRAM	Offcore writebacks to a remote DRAM	2	100000	0x1A6	0x2008	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IFETCH.ANY_CACHE_DRAM	Offcore code or data read requests satisfied by any cache or DRAM.	2	100000	0x1A6	0x7F77	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IFETCH.ANY_DRAM	Offcore code or data read requests satisfied by any DRAM	2	100000	0x1A6	0x6077	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IFETCH.ANY_LLC_MISS	Offcore code or data read requests that missed the LLC	2	100000	0x1A6	0xF877	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IFETCH.ANY_LOCATION	All offcore code or data read requests	2	100000	0x1A6	0xFF77	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IFETCH.IO_CSR_MMIO	Offcore code or data read requests satisfied by the IO, CSR, MMIO unit.	2	100000	0x1A6	0x8077	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IFETCH.LLC_HIT_NO_OTHER_CORE	Offcore code or data read requests satisfied by the LLC and not found in a sibling core	2	100000	0x1A6	0x177	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IFETCH.LLC_HIT_OTHER_CORE_HIT	Offcore code or data read requests satisfied by the LLC and HIT in a sibling core	2	100000	0x1A6	0x277	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IFETCH.LLC_HIT_OTHER_CORE_HITM	Offcore code or data read requests satisfied by the LLC  and HITM in a sibling core	2	100000	0x1A6	0x477	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IFETCH.LOCAL_CACHE	Offcore code or data read requests satisfied by the LLC	2	100000	0x1A6	0x777	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IFETCH.LOCAL_CACHE_DRAM	Offcore code or data read requests satisfied by the LLC or local DRAM	2	100000	0x1A6	0x4777	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IFETCH.LOCAL_DRAM	Offcore code or data read requests satisfied by the local DRAM	2	100000	0x1A6	0x4077	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IFETCH.REMOTE_CACHE	Offcore code or data read requests satisfied by a remote cache	2	100000	0x1A6	0x1877	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IFETCH.REMOTE_CACHE_DRAM	Offcore code or data read requests satisfied by a remote cache or remote DRAM	2	100000	0x1A6	0x3877	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IFETCH.REMOTE_CACHE_HIT	Offcore code or data read requests that HIT in a remote cache	2	100000	0x1A6	0x1077	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IFETCH.REMOTE_CACHE_HITM	Offcore code or data read requests that HITM in a remote cache	2	100000	0x1A6	0x877	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IFETCH.REMOTE_DRAM	Offcore code or data read requests satisfied by a remote DRAM	2	100000	0x1A6	0x2077	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IN.ANY_CACHE_DRAM	Offcore request = all data, response = any cache_dram	2	100000	0x1A6	0x7F33	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IN.ANY_DRAM	Offcore request = all data, response = any DRAM	2	100000	0x1A6	0x6033	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IN.ANY_LLC_MISS	Offcore request = all data, response = any LLC miss	2	100000	0x1A6	0xF833	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IN.ANY_LOCATION	Offcore request = all data, response = any location	2	100000	0x1A6	0xFF33	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IN.IO_CSR_MMIO	Offcore data reads, RFO's and prefetches satisfied by the IO, CSR, MMIO unit	2	100000	0x1A6	0x8033	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IN.LLC_HIT_NO_OTHER_CORE	Offcore data reads, RFO's and prefetches statisfied by the LLC and not found in a sibling core	2	100000	0x1A6	0x133	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IN.LLC_HIT_OTHER_CORE_HIT	Offcore data reads, RFO's and prefetches satisfied by the LLC and HIT in a sibling core	2	100000	0x1A6	0x233	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IN.LLC_HIT_OTHER_CORE_HITM	Offcore data reads, RFO's and prefetches satisfied by the LLC  and HITM in a sibling core	2	100000	0x1A6	0x433	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IN.LOCAL_CACHE	Offcore request = all data, response = local cache	2	100000	0x1A6	0x733	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IN.LOCAL_CACHE_DRAM	Offcore request = all data, response = local cache or dram	2	100000	0x1A6	0x4733	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IN.LOCAL_DRAM	Offcore data reads, RFO's and prefetches statisfied by the local DRAM.	2	100000	0x1A6	0x4033	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IN.REMOTE_CACHE	Offcore request = all data, response = remote cache	2	100000	0x1A6	0x1833	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IN.REMOTE_CACHE_DRAM	Offcore request = all data, response = remote cache or dram	2	100000	0x1A6	0x3833	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IN.REMOTE_CACHE_HIT	Offcore data reads, RFO's and prefetches that HIT in a remote cache 	2	100000	0x1A6	0x1033	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IN.REMOTE_CACHE_HITM	Offcore data reads, RFO's and prefetches that HITM in a remote cache	2	100000	0x1A6	0x833	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DATA_IN.REMOTE_DRAM	Offcore data reads, RFO's and prefetches statisfied by the remote DRAM	2	100000	0x1A6	0x2033	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA.ANY_CACHE_DRAM	Offcore demand data requests satisfied by any cache or DRAM	2	100000	0x1A6	0x7F03	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA.ANY_DRAM	Offcore demand data requests satisfied by any DRAM	2	100000	0x1A6	0x6003	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA.ANY_LLC_MISS	Offcore demand data requests that missed the LLC	2	100000	0x1A6	0xF803	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA.ANY_LOCATION	All offcore demand data requests	2	100000	0x1A6	0xFF03	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA.IO_CSR_MMIO	Offcore demand data requests satisfied by the IO, CSR, MMIO unit.	2	100000	0x1A6	0x8003	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA.LLC_HIT_NO_OTHER_CORE	Offcore demand data requests satisfied by the LLC and not found in a sibling core	2	100000	0x1A6	0x103	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA.LLC_HIT_OTHER_CORE_HIT	Offcore demand data requests satisfied by the LLC and HIT in a sibling core	2	100000	0x1A6	0x203	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA.LLC_HIT_OTHER_CORE_HITM	Offcore demand data requests satisfied by the LLC  and HITM in a sibling core	2	100000	0x1A6	0x403	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA.LOCAL_CACHE	Offcore demand data requests satisfied by the LLC	2	100000	0x1A6	0x703	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA.LOCAL_CACHE_DRAM	Offcore demand data requests satisfied by the LLC or local DRAM	2	100000	0x1A6	0x4703	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA.LOCAL_DRAM	Offcore demand data requests satisfied by the local DRAM	2	100000	0x1A6	0x4003	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA.REMOTE_CACHE	Offcore demand data requests satisfied by a remote cache	2	100000	0x1A6	0x1803	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA.REMOTE_CACHE_DRAM	Offcore demand data requests satisfied by a remote cache or remote DRAM	2	100000	0x1A6	0x3803	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA.REMOTE_CACHE_HIT	Offcore demand data requests that HIT in a remote cache	2	100000	0x1A6	0x1003	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA.REMOTE_CACHE_HITM	Offcore demand data requests that HITM in a remote cache	2	100000	0x1A6	0x803	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA.REMOTE_DRAM	Offcore demand data requests satisfied by a remote DRAM	2	100000	0x1A6	0x2003	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA_RD.ANY_CACHE_DRAM	Offcore demand data reads satisfied by any cache or DRAM.	2	100000	0x1A6	0x7F01	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA_RD.ANY_DRAM	Offcore demand data reads satisfied by any DRAM	2	100000	0x1A6	0x6001	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA_RD.ANY_LLC_MISS	Offcore demand data reads that missed the LLC	2	100000	0x1A6	0xF801	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA_RD.ANY_LOCATION	All offcore demand data reads	2	100000	0x1A6	0xFF01	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA_RD.IO_CSR_MMIO	Offcore demand data reads satisfied by the IO, CSR, MMIO unit	2	100000	0x1A6	0x8001	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA_RD.LLC_HIT_NO_OTHER_CORE	Offcore demand data reads satisfied by the LLC and not found in a sibling core	2	100000	0x1A6	0x101	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA_RD.LLC_HIT_OTHER_CORE_HIT	Offcore demand data reads satisfied by the LLC and HIT in a sibling core	2	100000	0x1A6	0x201	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA_RD.LLC_HIT_OTHER_CORE_HITM	Offcore demand data reads satisfied by the LLC  and HITM in a sibling core	2	100000	0x1A6	0x401	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA_RD.LOCAL_CACHE	Offcore demand data reads satisfied by the LLC	2	100000	0x1A6	0x701	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA_RD.LOCAL_CACHE_DRAM	Offcore demand data reads satisfied by the LLC or local DRAM	2	100000	0x1A6	0x4701	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA_RD.LOCAL_DRAM	Offcore demand data reads satisfied by the local DRAM	2	100000	0x1A6	0x4001	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA_RD.REMOTE_CACHE	Offcore demand data reads satisfied by a remote cache	2	100000	0x1A6	0x1801	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA_RD.REMOTE_CACHE_DRAM	Offcore demand data reads satisfied by a remote cache or remote DRAM	2	100000	0x1A6	0x3801	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA_RD.REMOTE_CACHE_HIT	Offcore demand data reads that HIT in a remote cache	2	100000	0x1A6	0x1001	0	0	0	0	0
0xB7	0x1	OFFCORE_RESPONSE_0.DEMAND_DATA_RD.REMOTE_CACHE_HITM	Offcore demand data reads that HITM in a remote cache	2	100000	0x1A6	0x801	0	0	0	0	0
