# Performance Monitoring Events for Intel Atom Processors Based on the Goldmont Microarchitecture - V8
# 8/16/2016 1:31:03 PM
# Copyright (c) 2007 - 2016 Intel Corporation. All rights reserved.
EventCode	UMask	EventName	BriefDescription	Counter	PEBScounters	SampleAfterValue	MSRIndex	MSRValue	CollectPEBSRecord	CounterMask	Invert	AnyThread	EdgeDetect	PEBS	Data_LA	Errata
0x80	0x03	ICACHE.ACCESSES	References per ICache line. This event counts differently than Intel processors based on Silvermont microarchitecture	0,1,2,3	0	200003	0	0	1	0	0	0	0	0	0	null
0x81	0x04	ITLB.MISS	ITLB misses	0,1,2,3	0	200003	0	0	1	0	0	0	0	0	0	null
0x86	0x02	FETCH_STALL.ICACHE_FILL_PENDING_CYCLES	Cycles where code-fetch is stalled and an ICache miss is outstanding.  This is not the same as an ICache Miss.	0,1,2,3	0	200003	0	0	1	0	0	0	0	0	0	null
0xE6	0x01	BACLEARS.ALL	BACLEARs asserted for any branch type	0,1,2,3	0	200003	0	0	1	0	0	0	0	0	0	null
0xE6	0x08	BACLEARS.RETURN	BACLEARs asserted for return branch	0,1,2,3	0	200003	0	0	1	0	0	0	0	0	0	null
0xE6	0x10	BACLEARS.COND	BACLEARs asserted for conditional branch	0,1,2,3	0	200003	0	0	1	0	0	0	0	0	0	null
0xE7	0x01	MS_DECODED.MS_ENTRY	MS decode starts	0,1,2,3	0	200003	0	0	1	0	0	0	0	0	0	null
0xE9	0x01	DECODE_RESTRICTION.PREDECODE_WRONG	Decode restrictions due to predicting wrong instruction length	0,1,2,3	0	200003	0	0	1	0	0	0	0	0	0	null
0x03	0x10	LD_BLOCKS.ALL_BLOCK	Loads blocked (Precise event capable)	0,1,2,3	0	200003	0	0	2	0	0	0	0	2	0	null
0x03	0x08	LD_BLOCKS.UTLB_MISS	Loads blocked because address in not in the UTLB (Precise event capable)	0,1,2,3	0	200003	0	0	2	0	0	0	0	2	0	null
0x03	0x02	LD_BLOCKS.STORE_FORWARD	Loads blocked due to store forward restriction (Precise event capable)	0,1,2,3	0	200003	0	0	2	0	0	0	0	2	0	null
0x03	0x01	LD_BLOCKS.DATA_UNKNOWN	Loads blocked due to store data not ready (Precise event capable)	0,1,2,3	0	200003	0	0	2	0	0	0	0	2	0	null
0x03	0x04	LD_BLOCKS.4K_ALIAS	Loads blocked because address has 4k partial address false dependence (Precise event capable)	0,1,2,3	0	200003	0	0	2	0	0	0	0	2	0	null
0xD0	0x81	MEM_UOPS_RETIRED.ALL_LOADS	Load uops retired (Precise event capable)	0,1,2,3	0	200003	0	0	2	0	0	0	0	2	0	null
0xD0	0x82	MEM_UOPS_RETIRED.ALL_STORES	Store uops retired (Precise event capable)	0,1,2,3	0	200003	0	0	2	0	0	0	0	2	0	null
0xD0	0x83	MEM_UOPS_RETIRED.ALL	Memory uops retired (Precise event capable)	0,1,2,3	0	200003	0	0	2	0	0	0	0	2	0	null
0xD0	0x11	MEM_UOPS_RETIRED.DTLB_MISS_LOADS	Load uops retired that missed the DTLB (Precise event capable)	0,1,2,3	0	200003	0	0	2	0	0	0	0	2	0	null
0xD0	0x12	MEM_UOPS_RETIRED.DTLB_MISS_STORES	Store uops retired that missed the DTLB (Precise event capable)	0,1,2,3	0	200003	0	0	2	0	0	0	0	2	0	null
0xD0	0x13	MEM_UOPS_RETIRED.DTLB_MISS	Memory uops retired that missed the DTLB (Precise event capable)	0,1,2,3	0	200003	0	0	2	0	0	0	0	2	0	null
0xD0	0x21	MEM_UOPS_RETIRED.LOCK_LOADS	Locked load uops retired (Precise event capable)	0,1,2,3	0	200003	0	0	2	0	0	0	0	2	0	null
0xD0	0x41	MEM_UOPS_RETIRED.SPLIT_LOADS	Load uops retired that split a cache-line (Precise event capable)	0,1,2,3	0	200003	0	0	2	0	0	0	0	2	0	null
0xD0	0x42	MEM_UOPS_RETIRED.SPLIT_STORES	Stores uops retired that split a cache-line (Precise event capable)	0,1,2,3	0	200003	0	0	2	0	0	0	0	2	0	null
0xD0	0x43	MEM_UOPS_RETIRED.SPLIT	Memory uops retired that split a cache-line (Precise event capable)	0,1,2,3	0	200003	0	0	2	0	0	0	0	2	0	null
0xD1	0x01	MEM_LOAD_UOPS_RETIRED.L1_HIT	Load uops retired that hit L1 data cache (Precise event capable)	0,1,2,3	0	200003	0	0	2	0	0	0	0	2	0	null
0xD1	0x08	MEM_LOAD_UOPS_RETIRED.L1_MISS	Load uops retired that missed L1 data cache (Precise event capable)	0,1,2,3	0	200003	0	0	2	0	0	0	0	2	0	null
0xD1	0x02	MEM_LOAD_UOPS_RETIRED.L2_HIT	Load uops retired that hit L2 (Precise event capable)	0,1,2,3	0	200003	0	0	2	0	0	0	0	2	0	null
0xD1	0x10	MEM_LOAD_UOPS_RETIRED.L2_MISS	Load uops retired that missed L2 (Precise event capable)	0,1,2,3	0	200003	0	0	2	0	0	0	0	2	0	null
0xD1	0x20	MEM_LOAD_UOPS_RETIRED.HITM	Memory uop retired where cross core or cross module HITM occurred (Precise event capable)	0,1,2,3	0	200003	0	0	2	0	0	0	0	2	0	null
0xD1	0x40	MEM_LOAD_UOPS_RETIRED.WCB_HIT	Loads retired that hit WCB (Precise event capable)	0,1,2,3	0	200003	0	0	2	0	0	0	0	2	0	null
0xD1	0x80	MEM_LOAD_UOPS_RETIRED.DRAM_HIT	Loads retired that came from DRAM (Precise event capable)	0,1,2,3	0	200003	0	0	2	0	0	0	0	2	0	null
0x05	0x01	PAGE_WALKS.D_SIDE_CYCLES	Duration of D-side page-walks in cycles	0,1,2,3	0	200003	0	0	1	0	0	0	0	0	0	null
0x05	0x02	PAGE_WALKS.I_SIDE_CYCLES	Duration of I-side pagewalks in cycles	0,1,2,3	0	200003	0	0	1	0	0	0	0	0	0	null
0x05	0x03	PAGE_WALKS.CYCLES	Duration of page-walks in cycles	0,1,2,3	0	200003	0	0	1	0	0	0	0	0	0	null
0x51	0x01	DL1.DIRTY_EVICTION	L1 Cache evictions for dirty data	0,1,2,3	0	200003	0	0	1	0	0	0	0	0	0	null
0x13	0x02	MISALIGN_MEM_REF.LOAD_PAGE_SPLIT	Load uops that split a page (Precise event capable)	0,1,2,3	0	200003	0	0	2	0	0	0	0	2	0	null
0x13	0x04	MISALIGN_MEM_REF.STORE_PAGE_SPLIT	Store uops that split a page (Precise event capable)	0,1,2,3	0	200003	0	0	2	0	0	0	0	2	0	null
0xB7	0x01,0x02	OFFCORE_RESPONSE	Requires MSR_OFFCORE_RESP[0,1] to specify request type and response. (duplicated for both MSRs)	0,1,2,3	0	100007	0	0	1	0	0	0	0	0	0	null
0xC4	0x80	BR_INST_RETIRED.ALL_TAKEN_BRANCHES	Retired taken branch instructions (Precise event capable)	0,1,2,3	0	200003	0	0	1	0	0	0	0	2	0	null
